행정구역,2023년04월_계_총인구수,2023년04월_계_연령구간인구수,2023년04월_계_0~9세,2023년04월_계_10~19세,2023년04월_계_20~29세,2023년04월_계_30~39세,2023년04월_계_40~49세,2023년04월_계_50~59세,2023년04월_계_60~69세,2023년04월_계_70~79세,2023년04월_계_80~89세,2023년04월_계_90~99세,2023년04월_계_100세 이상
강원도 홍천군 서석면(4272034000),"3,679","3,679",105,168,251,192,275,697,"1,078",528,334,47,4
강원도 홍천군 영귀미면(4272035200),"4,162","4,162",116,182,187,210,352,715,"1,278",675,384,59,4
강원도 홍천군 남면(4272036000),"5,790","5,790",289,332,616,501,493,846,"1,441",705,492,75,0
강원도 홍천군 서면(4272037000),"3,798","3,798",86,107,198,225,340,655,"1,183",589,351,62,2
강원도 홍천군 북방면(4272038000),"4,166","4,166",119,192,250,235,367,734,"1,192",589,437,49,2
강원도 홍천군 내면(4272039000),"3,063","3,063",103,138,134,144,258,605,963,451,234,33,0
강원도 횡성군 (4273000000),"46,647","46,647","1,957","3,467","3,319","3,073","4,768","8,179","11,680","5,942","3,701",542,19
강원도 횡성군 횡성읍(4273025000),"20,937","20,937","1,340","1,960","2,079","1,907","2,834","3,679","3,775","1,893","1,257",205,8
강원도 횡성군 우천면(4273031000),"4,415","4,415",119,194,304,225,342,795,"1,284",671,414,65,2
강원도 횡성군 안흥면(4273032000),"3,173","3,173",61,578,108,109,167,467,939,450,260,33,1
강원도 횡성군 둔내면(4273033000),"5,944","5,944",208,386,319,340,599,"1,143","1,589",818,479,60,3
강원도 횡성군 갑천면(4273034000),"2,462","2,462",33,69,119,87,156,435,848,411,268,35,1
강원도 횡성군 청일면(4273035000),"2,403","2,403",35,61,82,91,147,436,822,418,269,41,1
강원도 횡성군 공근면(4273036000),"3,455","3,455",66,99,160,147,253,573,"1,149",570,369,68,1
강원도 횡성군 서원면(4273037000),"2,089","2,089",63,54,88,106,151,328,703,353,223,20,0
강원도 횡성군 강림면(4273038000),"1,769","1,769",32,66,60,61,119,323,571,358,162,15,2
강원도 영월군 (4275000000),"37,641","37,641","1,443","2,668","2,859","2,474","4,169","6,773","8,855","4,938","3,046",405,11
강원도 영월군 영월읍(4275025000),"20,625","20,625","1,119","1,993","2,072","1,763","2,834","3,622","3,699","2,103","1,265",152,3
강원도 영월군 상동읍(4275025300),995,995,16,27,52,19,85,183,284,177,135,17,0
강원도 영월군 산솔면(4275031200),"1,382","1,382",26,44,55,41,94,275,425,233,168,21,0
강원도 영월군 김삿갓면(4275032500),"1,744","1,744",21,70,65,57,141,357,576,280,144,33,0
강원도 영월군 북면(4275033000),"2,064","2,064",32,82,101,98,153,396,613,341,221,26,1
강원도 영월군 남면(4275034000),"2,184","2,184",28,85,109,94,181,380,675,367,226,36,3
강원도 영월군 한반도면(4275035500),"1,215","1,215",41,45,78,65,103,248,337,181,107,10,0
강원도 영월군 한반도면쌍용출장소(4275035900),"1,604","1,604",44,51,83,84,148,267,417,289,190,30,1
강원도 영월군 주천면(4275036000),"3,741","3,741",82,193,181,164,284,684,"1,103",578,414,56,2
강원도 영월군 무릉도원면(4275038000),"2,087","2,087",34,78,63,89,146,361,726,389,176,24,1
강원도 평창군 (4276000000),"40,729","40,729","1,514","2,669","3,024","2,673","4,692","7,572","9,930","5,253","2,978",407,17
강원도 평창군 평창읍(4276025000),"8,395","8,395",343,657,744,604,986,"1,494","1,896",997,580,91,3
강원도 평창군 미탄면(4276031000),"1,610","1,610",37,54,86,59,135,319,493,263,140,24,0
강원도 평창군 방림면(4276032000),832,832,16,45,38,31,64,147,262,128,91,9,1
강원도 평창군 방림면계촌출장소(4276032500),"1,725","1,725",49,69,74,88,140,312,567,269,135,21,1
강원도 평창군 대화면(4276033000),"5,065","5,065",155,302,336,266,515,932,"1,305",711,470,70,3
강원도 평창군 봉평면(4276034000),"5,731","5,731",233,422,370,391,705,"1,105","1,426",688,345,44,2
강원도 평창군 용평면(4276035000),"3,087","3,087",104,191,210,150,314,629,810,384,265,30,0
강원도 평창군 진부면(4276036000),"8,439","8,439",333,579,643,499,"1,008","1,544","1,993","1,137",612,84,7
강원도 평창군 대관령면(4276038000),"5,845","5,845",244,350,523,585,825,"1,090","1,178",676,340,34,0
강원도 정선군 (4277000000),"34,715","34,715","1,368","2,284","2,398","2,445","4,390","6,374","8,088","4,444","2,563",345,16
강원도 정선군 정선읍(4277025000),"10,081","10,081",493,905,881,758,"1,450","1,843","1,912","1,115",608,111,5
강원도 정선군 고한읍(4277025300),"4,289","4,289",247,225,289,571,714,682,814,525,203,19,0
강원도 정선군 사북읍(4277025600),"4,519","4,519",234,364,334,355,690,853,985,462,226,15,1
강원도 정선군 신동읍(4277025900),"1,759","1,759",56,106,104,78,187,340,449,259,166,14,0
강원도 정선군 신동읍함백출장소(4277026000),"1,582","1,582",32,99,109,86,150,292,400,242,153,18,1
강원도 정선군 남면(4277032000),"3,116","3,116",101,180,174,207,412,559,829,420,205,26,3
강원도 정선군 북평면(4277034000),"2,458","2,458",58,157,154,108,257,465,606,360,251,40,2
강원도 정선군 임계면(4277035000),"3,397","3,397",68,115,153,144,246,659,"1,042",511,403,54,2
강원도 정선군 화암면(4277036000),"1,580","1,580",38,68,88,64,131,331,481,210,153,16,0
강원도 정선군 여량면(4277037000),"1,934","1,934",41,65,112,74,153,350,570,340,195,32,2
강원도 철원군 (4278000000),"41,913","41,913","2,847","3,360","4,672","4,318","5,091","6,629","7,644","4,327","2,646",367,12
강원도 철원군 철원읍(4278025000),"5,065","5,065",374,402,532,541,581,840,881,540,329,44,1
강원도 철원군 김화읍(4278025300),"3,285","3,285",281,247,411,453,328,414,557,324,232,37,1
강원도 철원군 갈말읍(4278025600),"11,721","11,721",738,907,"1,369","1,200","1,509","1,935","2,171","1,154",649,86,3
강원도 철원군 동송읍(4278025900),"14,387","14,387",960,"1,297","1,488","1,353","1,865","2,323","2,625","1,470",881,121,4
강원도 철원군 서면(4278031000),"1,771","1,771",140,88,290,241,157,202,295,194,144,19,1
강원도 철원군 서면와수출장소(4278031500),"3,500","3,500",210,297,355,290,471,598,649,356,234,39,1
강원도 철원군 근남면(4278032000),"2,082","2,082",144,119,225,238,174,300,445,260,157,19,1
강원도 철원군 근북면(4278033000),102,102,0,3,2,2,6,17,21,29,20,2,0
강원도 화천군 (4279000000),"23,133","23,133","1,509","1,624","3,016","2,598","2,425","3,620","4,311","2,179","1,620",218,13
강원도 화천군 화천읍(4279025000),"8,106","8,106",629,718,"1,020",994,"1,024","1,242","1,246",670,501,57,5
강원도 화천군 간동면(4279031000),"2,602","2,602",47,112,196,128,182,556,697,370,260,52,2
강원도 화천군 하남면(4279032000),"2,835","2,835",122,232,264,201,337,491,629,292,240,25,2
강원도 화천군 상서면(4279033000),"3,721","3,721",221,157,777,504,266,468,672,346,273,35,2
강원도 화천군 사내면(4279034000),"5,869","5,869",490,405,759,771,616,863,"1,067",501,346,49,2
강원도 양구군 (4280000000),"21,348","21,348","1,536","1,902","2,556","2,363","2,413","3,233","3,912","1,899","1,346",184,4
강원도 양구군 양구읍(4280025000),"13,640","13,640","1,281","1,535","1,528","1,794","1,830","1,966","2,056",932,641,75,2
강원도 양구군 국토정중앙면(4280031500),"3,311","3,311",98,163,409,239,254,541,833,408,312,52,2
강원도 양구군 동면(4280032000),"1,985","1,985",95,85,330,179,140,302,415,226,182,31,0
강원도 양구군 방산면(4280033000),"1,208","1,208",36,57,201,89,79,184,283,154,107,18,0
강원도 양구군 해안면(4280034000),"1,204","1,204",26,62,88,62,110,240,325,179,104,8,0
강원도 인제군 (4281000000),"32,097","32,097","2,366","2,289","3,902","3,972","3,960","4,869","6,020","2,720","1,716",276,7
강원도 인제군 인제읍(4281025000),"10,206","10,206",946,906,"1,142","1,340","1,513","1,526","1,582",743,431,74,3
강원도 인제군 인제읍귀둔출장소(4281025100),495,495,16,27,23,23,45,114,125,79,36,7,0
강원도 인제군 남면(4281031000),"3,826","3,826",242,218,488,525,415,536,779,342,242,38,1
강원도 인제군 북면(4281032000),"7,888","7,888",486,623,845,767,"1,015","1,336","1,592",683,473,66,2
강원도 인제군 기린면(4281033000),"5,015","5,015",339,316,542,666,594,741,"1,056",428,278,55,0
강원도 인제군 서화면(4281034000),"2,612","2,612",195,111,558,427,216,308,431,208,133,25,0
강원도 인제군 상남면(4281035000),"2,055","2,055",142,88,304,224,162,308,455,237,123,11,1
강원도 고성군 (4282000000),"27,157","27,157","1,255","1,595","2,541","2,268","2,994","4,668","5,933","3,414","2,156",321,12
강원도 고성군 간성읍(4282025000),"7,046","7,046",523,550,866,818,869,"1,092","1,216",627,426,57,2
강원도 고성군 거진읍(4282025300),"5,806","5,806",139,315,408,290,508,"1,025","1,439",946,630,103,3
강원도 고성군 현내면(4282031000),"2,250","2,250",56,84,123,132,184,357,624,394,256,39,1
강원도 고성군 죽왕면(4282032000),"3,446","3,446",101,163,300,229,338,590,842,485,339,56,3
강원도 고성군 토성면(4282033000),"8,609","8,609",436,483,844,799,"1,095","1,604","1,812",962,505,66,3
강원도 양양군 (4283000000),"27,869","27,869","1,148","1,721","2,133","2,151","3,403","4,831","6,181","3,718","2,232",341,10
강원도 양양군 양양읍(4283025000),"12,595","12,595",740,"1,082","1,138","1,167","1,878","2,187","2,293","1,285",705,118,2
강원도 양양군 서면(4283031000),"2,725","2,725",30,143,171,133,267,486,686,488,283,37,1
강원도 양양군 손양면(4283032000),"2,311","2,311",61,87,159,164,217,417,533,358,280,34,1
강원도 양양군 현북면(4283033000),"2,635","2,635",78,91,163,171,257,434,704,444,253,37,3
강원도 양양군 현남면(4283034000),"3,002","3,002",79,105,144,210,296,469,773,513,356,57,0
강원도 양양군 강현면(4283035000),"4,601","4,601",160,213,358,306,488,838,"1,192",630,355,58,3
충청북도  (4300000000),"1,594,109","1,594,109","106,931","145,301","185,968","186,620","234,423","268,275","255,628","124,825","75,237","10,608",293
충청북도 청주시 (4311000000),"849,887","849,887","65,572","84,640","114,129","116,553","135,654","138,421","112,909","50,331","27,669","3,910",99
충청북도 청주시 상당구 (4311100000),"197,775","197,775","15,156","19,890","23,729","24,104","30,789","33,737","28,559","13,165","7,568","1,053",25
충청북도 청주시 상당구 낭성면(4311131000),"2,133","2,133",35,51,120,115,146,371,648,363,245,37,2
충청북도 청주시 상당구 미원면(4311132000),"4,701","4,701",89,149,236,253,356,724,"1,420",812,567,94,1
충청북도 청주시 상당구 가덕면(4311133000),"3,794","3,794",74,107,251,204,326,754,"1,060",562,410,46,0
충청북도 청주시 상당구 남일면(4311134000),"6,645","6,645",326,414,604,648,734,"1,180","1,518",634,510,74,3
충청북도 청주시 상당구 문의면(4311135000),"3,743","3,743",59,162,263,186,306,689,925,571,498,82,2
충청북도 청주시 상당구 중앙동(4311152500),"6,710","6,710",330,500,"1,014",807,867,"1,061","1,019",617,452,40,3
충청북도 청주시 상당구 성안동(4311154500),"6,621","6,621",215,333,827,717,746,"1,112","1,308",783,494,86,0
충청북도 청주시 상당구 탑대성동(4311162000),"11,060","11,060",610,869,"1,320","1,259","1,489","1,918","1,807","1,115",587,85,1
충청북도 청주시 상당구 영운동(4311167000),"10,336","10,336",497,798,"1,144","1,080","1,430","1,861","1,911","1,032",529,52,2
충청북도 청주시 상당구 금천동(4311168000),"30,150","30,150","2,142","3,598","3,710","3,207","5,010","5,329","4,036","2,024",971,121,2
충청북도 청주시 상당구 용담.명암.산성동(4311169000),"13,035","13,035","1,220","1,979","1,361","1,315","2,493","2,152","1,420",693,344,56,2
충청북도 청주시 상당구 용암1동(4311172000),"57,664","57,664","5,362","6,505","7,584","8,096","9,914","9,608","6,806","2,416","1,191",178,4
충청북도 청주시 상당구 용암2동(4311173000),"41,183","41,183","4,197","4,425","5,295","6,217","6,972","6,978","4,681","1,543",770,102,3
충청북도 청주시 서원구 (4311200000),"189,070","189,070","11,284","18,518","26,953","21,715","28,006","33,318","28,267","13,063","6,969",955,22
충청북도 청주시 서원구 남이면(4311231000),"9,934","9,934",552,579,"1,000","1,003","1,172","2,012","2,108",866,561,80,1
충청북도 청주시 서원구 현도면(4311232000),"3,120","3,120",61,85,154,184,268,530,829,525,401,82,1
충청북도 청주시 서원구 사직1동(4311251000),"5,007","5,007",199,294,558,484,653,"1,002",996,505,280,36,0
충청북도 청주시 서원구 사직2동(4311252000),"12,855","12,855","1,150","1,366","1,233","1,623","1,947","2,023","2,088",873,476,76,0
충청북도 청주시 서원구 사창동(4311253000),"14,478","14,478",507,868,"3,415","1,969","1,743","1,978","2,110","1,233",597,57,1
충청북도 청주시 서원구 모충동(4311254000),"17,456","17,456",911,"1,175","2,813","2,320","2,121","2,872","3,009","1,411",728,91,5
충청북도 청주시 서원구 산남동(4311255000),"25,697","25,697","1,896","3,674","3,465","2,917","4,615","4,812","2,591","1,116",526,82,3
충청북도 청주시 서원구 분평동(4311256000),"29,180","29,180","1,952","3,619","4,014","3,050","4,850","5,760","3,427","1,495",895,116,2
충청북도 청주시 서원구 수곡1동(4311257000),"13,124","13,124",463,859,"1,951","1,291","1,612","2,262","2,513","1,357",746,66,4
충청북도 청주시 서원구 수곡2동(4311258000),"15,358","15,358",781,"1,260","1,729","1,650","1,947","2,862","2,941","1,348",735,103,2
충청북도 청주시 서원구 성화.개신.죽림동(4311259000),"42,861","42,861","2,812","4,739","6,621","5,224","7,078","7,205","5,655","2,334","1,024",166,3
충청북도 청주시 흥덕구 (4311300000),"270,005","270,005","22,397","26,538","38,592","41,613","43,952","43,260","32,574","13,278","6,756","1,018",27
충청북도 청주시 흥덕구 오송읍(4311325000),"24,792","24,792","1,970","2,443","3,461","4,109","4,230","3,489","2,891","1,298",780,120,1
충청북도 청주시 흥덕구 강내면(4311331000),"10,567","10,567",554,"1,018","1,328","1,050","1,501","1,941","1,748",857,495,72,3
충청북도 청주시 흥덕구 옥산면(4311332000),"17,754","17,754","2,100","1,324","1,573","3,136","2,838","2,664","2,376","1,038",613,89,3
충청북도 청주시 흥덕구 운천.신봉동(4311370000),"16,009","16,009",686,"1,266","2,224","1,635","2,172","3,149","2,893","1,252",633,96,3
충청북도 청주시 흥덕구 복대1동(4311374100),"49,855","49,855","4,981","6,413","6,611","7,785","9,834","7,615","4,210","1,569",726,109,2
충청북도 청주시 흥덕구 복대2동(4311374200),"15,854","15,854",488,957,"3,422","1,954","1,842","2,637","2,589","1,314",570,79,2
충청북도 청주시 흥덕구 가경동(4311374700),"55,040","55,040","4,593","6,449","7,116","6,855","9,159","10,181","6,983","2,411","1,115",173,5
충청북도 청주시 흥덕구 봉명1동(4311375100),"9,327","9,327",371,516,"1,792","1,657","1,250","1,459","1,368",625,257,30,2
충청북도 청주시 흥덕구 봉명2.송정동(4311375600),"23,397","23,397","1,381","2,116","3,814","3,925","3,735","3,792","2,961","1,085",516,71,1
충청북도 청주시 흥덕구 강서제1동(4311376000),"31,060","31,060","2,363","2,694","5,228","5,251","4,687","4,855","3,575","1,464",803,136,4
충청북도 청주시 흥덕구 강서제2동(4311377000),"16,350","16,350","2,910","1,342","2,023","4,256","2,704","1,478",980,365,248,43,1
충청북도 청주시 청원구 (4311400000),"193,037","193,037","16,735","19,694","24,855","29,121","32,907","28,106","23,509","10,825","6,376",884,25
충청북도 청주시 청원구 내수읍(4311425000),"18,863","18,863","1,124","1,740","2,193","1,805","2,787","3,517","3,147","1,440",953,151,6
충청북도 청주시 청원구 오창읍(4311425300),"69,376","69,376","8,556","8,017","8,194","13,784","13,655","8,028","5,399","2,298","1,239",203,3
충청북도 청주시 청원구 북이면(4311431000),"4,383","4,383",68,143,276,291,370,761,"1,198",675,518,80,3
충청북도 청주시 청원구 우암동(4311451000),"12,347","12,347",436,711,"2,204","1,481","1,417","1,928","2,057","1,261",776,74,2
충청북도 청주시 청원구 내덕1동(4311452000),"8,258","8,258",257,499,980,784,"1,030","1,427","1,659",966,584,71,1
충청북도 청주시 청원구 내덕2동(4311453000),"13,235","13,235",735,"1,058","1,998","1,583","1,873","2,210","2,001","1,100",615,61,1
충청북도 청주시 청원구 율량.사천동(4311454000),"48,531","48,531","3,632","5,000","7,200","6,938","8,044","7,900","6,166","2,263","1,211",170,7
충청북도 청주시 청원구 오근장동(4311455000),"18,044","18,044","1,927","2,526","1,810","2,455","3,731","2,335","1,882",822,480,74,2
충청북도 충주시 (4313000000),"207,993","207,993","12,623","17,985","22,133","22,303","29,567","36,212","36,236","18,027","11,303","1,558",46
충청북도 충주시 주덕읍(4313025000),"4,807","4,807",90,200,345,310,424,929,"1,283",665,470,90,1
충청북도 충주시 살미면(4313031000),"2,026","2,026",39,52,82,104,134,358,642,378,196,36,5
충청북도 충주시 수안보면(4313032500),"2,841","2,841",54,105,141,139,223,514,841,465,315,44,0
충청북도 충주시 대소원면(4313033500),"9,221","9,221",581,428,"1,382","1,429","1,248","1,474","1,538",625,446,70,0
충청북도 충주시 신니면(4313035000),"2,795","2,795",27,78,118,136,177,496,846,470,393,53,1
충청북도 충주시 노은면(4313036000),"2,239","2,239",39,83,96,90,154,339,692,409,291,46,0
충청북도 충주시 앙성면(4313037000),"3,926","3,926",52,113,192,173,278,741,"1,174",676,441,86,0
충청북도 충주시 중앙탑면(4313038500),"13,736","13,736","1,929","1,227","1,257","2,983","2,431","1,602","1,329",581,339,56,2
충청북도 충주시 금가면(4313039000),"3,842","3,842",289,275,556,439,490,516,636,342,272,27,0
충청북도 충주시 동량면(4313040000),"3,543","3,543",94,136,230,167,265,639,966,555,422,68,1
충청북도 충주시 산척면(4313041000),"2,201","2,201",39,68,108,111,169,372,625,372,294,42,1
충청북도 충주시 엄정면(4313042000),"3,049","3,049",56,122,138,142,207,489,941,486,406,60,2
충청북도 충주시 소태면(4313043000),"1,896","1,896",48,79,68,88,120,304,587,307,266,29,0
충청북도 충주시 성내.충인동(4313051500),"2,533","2,533",87,143,250,184,299,408,541,366,228,27,0
충청북도 충주시 교현.안림동(4313053500),"22,849","22,849","1,420","2,309","2,391","2,157","3,468","4,204","3,852","1,822","1,096",124,6
충청북도 충주시 교현2동(4313054000),"6,540","6,540",204,448,744,530,815,"1,162","1,283",814,478,61,1
충청북도 충주시 용산동(4313055000),"14,480","14,480",923,"1,891","1,622","1,335","2,607","2,618","1,959",902,554,67,2
충청북도 충주시 지현동(4313056000),"5,116","5,116",207,470,513,420,709,865,944,595,352,41,0
충청북도 충주시 문화동(4313057100),"9,093","9,093",272,593,896,708,"1,079","1,633","1,972","1,213",641,83,3
충청북도 충주시 호암.직동(4313058000),"22,028","22,028","2,240","2,667","2,675","3,618","3,957","3,219","2,273",863,448,65,3
충청북도 충주시 달천동(4313060500),"3,810","3,810",67,154,561,246,381,686,894,465,312,44,0
충청북도 충주시 봉방동(4313061000),"8,837","8,837",382,657,978,827,"1,236","1,723","1,624",914,451,40,5
충청북도 충주시 칠금.금릉동(4313062500),"14,118","14,118",802,"1,583","1,693","1,321","2,154","2,873","2,159",933,529,69,2
충청북도 충주시 연수동(4313063000),"35,941","35,941","2,216","3,455","4,394","3,912","5,458","6,802","5,688","2,410","1,407",191,8
충청북도 충주시 목행.용탄동(4313064000),"6,526","6,526",466,649,703,734,"1,084","1,246",947,399,256,39,3
충청북도 제천시 (4315000000),"131,459","131,459","7,322","11,650","14,506","11,687","16,923","22,893","25,052","13,054","7,437",900,35
충청북도 제천시 봉양읍(4315025000),"6,763","6,763",210,333,454,394,604,"1,231","1,841",961,639,93,3
충청북도 제천시 금성면(4315031000),"1,824","1,824",27,83,80,97,123,295,569,290,224,34,2
충청북도 제천시 청풍면(4315032000),"1,276","1,276",18,44,56,61,80,234,396,219,153,14,1
충청북도 제천시 수산면(4315033000),"2,002","2,002",37,54,64,57,118,370,641,389,243,29,0
충청북도 제천시 덕산면(4315034000),"2,151","2,151",55,184,73,74,151,330,614,391,238,41,0
충청북도 제천시 한수면(4315035000),678,678,18,32,24,29,63,126,198,105,71,11,1
충청북도 제천시 백운면(4315036000),"3,304","3,304",63,141,135,131,199,549,"1,071",563,396,56,0
충청북도 제천시 송학면(4315038000),"4,747","4,747",89,212,409,239,330,825,"1,370",744,464,64,1
충청북도 제천시 교동(4315051000),"18,149","18,149","1,321","2,129","2,036","1,808","2,930","3,492","2,632","1,156",593,49,3
충청북도 제천시 의림지동(4315051800),"10,121","10,121",681,"1,068","1,508",929,"1,511","1,792","1,520",677,375,58,2
충청북도 제천시 중앙동(4315052800),"5,592","5,592",219,361,587,433,652,956,"1,180",766,392,44,2
충청북도 제천시 남현동(4315053700),"4,784","4,784",161,273,528,380,513,800,"1,121",664,323,20,1
충청북도 제천시 영서동(4315054700),"9,943","9,943",718,891,922,989,"1,421","1,686","1,728",986,533,65,4
충청북도 제천시 용두동(4315056000),"19,119","19,119","1,178","2,308","3,218","2,047","2,528","3,101","2,786","1,168",695,89,1
충청북도 제천시 신백동(4315057700),"10,770","10,770",557,"1,087","1,247",883,"1,538","2,137","1,785",950,523,60,3
충청북도 제천시 청전동(4315059000),"15,242","15,242",541,"1,012","1,783","1,278","1,785","2,659","3,378","1,832",872,96,6
충청북도 제천시 화산동(4315060500),"14,994","14,994","1,429","1,438","1,382","1,858","2,377","2,310","2,222","1,193",703,77,5
충청북도 보은군 (4372000000),"31,375","31,375","1,174","1,931","2,052","1,889","2,988","5,287","7,704","4,405","3,355",577,13
충청북도 보은군 보은읍(4372025000),"14,487","14,487",827,"1,269","1,240","1,128","1,765","2,560","2,877","1,567","1,062",186,6
충청북도 보은군 속리산면(4372031500),"1,783","1,783",26,60,102,68,109,354,532,310,190,31,1
충청북도 보은군 장안면(4372032500),"1,433","1,433",75,66,100,124,161,227,309,185,158,26,2
충청북도 보은군 마로면(4372033000),"2,123","2,123",42,83,74,70,131,326,647,389,315,45,1
충청북도 보은군 탄부면(4372034000),"1,615","1,615",20,49,66,65,98,232,446,310,282,47,0
충청북도 보은군 삼승면(4372035000),"2,275","2,275",49,97,147,160,204,332,582,351,311,41,1
충청북도 보은군 수한면(4372036000),"1,846","1,846",35,86,84,71,144,262,572,308,243,40,1
충청북도 보은군 회남면(4372037000),728,728,14,24,16,20,40,114,264,129,92,15,0
충청북도 보은군 회인면(4372038500),"1,718","1,718",37,72,62,62,106,279,498,311,244,46,1
충청북도 보은군 내북면(4372039000),"1,631","1,631",27,58,78,58,105,285,463,280,220,57,0
충청북도 보은군 산외면(4372040000),"1,736","1,736",22,67,83,63,125,316,514,265,238,43,0
충청북도 옥천군 (4373000000),"49,292","49,292","2,031","3,669","3,837","3,309","5,746","8,443","10,920","6,403","4,218",699,17
충청북도 옥천군 옥천읍(4373025000),"28,483","28,483","1,668","2,936","2,901","2,387","4,257","4,914","4,896","2,754","1,529",235,6
충청북도 옥천군 동이면(4373031000),"3,179","3,179",69,112,157,155,248,594,940,477,358,67,2
충청북도 옥천군 안남면(4373032000),"1,389","1,389",38,58,53,62,78,223,399,243,195,40,0
충청북도 옥천군 안내면(4373033000),"1,927","1,927",35,65,83,60,131,308,557,349,292,46,1
충청북도 옥천군 청성면(4373034000),"2,298","2,298",33,54,67,74,115,352,733,432,365,70,3
충청북도 옥천군 청산면(4373035000),"2,895","2,895",40,112,114,92,199,442,840,581,417,55,3
충청북도 옥천군 이원면(4373036000),"4,017","4,017",76,157,199,225,319,680,"1,065",709,499,88,0
충청북도 옥천군 군서면(4373037000),"2,149","2,149",32,77,106,102,158,363,604,392,265,50,0
충청북도 옥천군 군북면(4373038000),"2,955","2,955",40,98,157,152,241,567,886,466,298,48,2
충청북도 영동군 (4374000000),"44,684","44,684","1,746","2,985","3,449","2,670","4,633","7,784","10,271","6,182","4,355",592,17
충청북도 영동군 영동읍(4374025000),"19,611","19,611","1,223","1,873","2,110","1,634","2,741","3,410","3,373","1,952","1,161",132,2
충청북도 영동군 용산면(4374031000),"3,293","3,293",59,142,226,160,266,612,903,491,384,47,3
충청북도 영동군 황간면(4374032000),"4,021","4,021",112,256,225,202,355,718,"1,041",653,417,40,2
충청북도 영동군 추풍령면(4374033500),"2,201","2,201",40,91,105,91,174,407,617,365,266,42,3
충청북도 영동군 매곡면(4374034000),"1,859","1,859",42,77,88,71,132,311,519,302,274,41,2
충청북도 영동군 상촌면(4374035000),"2,204","2,204",40,89,76,76,122,366,628,441,307,57,2
충청북도 영동군 양강면(4374036000),"3,039","3,039",78,143,247,135,242,545,780,462,365,41,1
충청북도 영동군 용화면(4374037000),956,956,23,43,37,23,61,182,266,143,155,22,1
충청북도 영동군 학산면(4374038000),"2,677","2,677",51,99,118,91,193,427,786,473,378,61,0
충청북도 영동군 양산면(4374039000),"1,778","1,778",21,73,77,56,131,308,465,340,255,51,1
충청북도 영동군 심천면(4374040000),"3,045","3,045",57,99,140,131,216,498,893,560,393,58,0
충청북도 증평군 (4374500000),"37,331","37,331","2,713","3,394","4,359","4,503","5,568","6,139","5,812","2,887","1,736",218,2
충청북도 증평군 증평읍(4374525000),"35,556","35,556","2,673","3,334","4,245","4,418","5,415","5,834","5,334","2,595","1,520",186,2
충청북도 증평군 도안면(4374531000),"1,775","1,775",40,60,114,85,153,305,478,292,216,32,0
충청북도 진천군 (4375000000),"85,802","85,802","6,792","8,409","8,850","10,960","14,187","14,080","12,330","5,710","3,912",558,14
충청북도 진천군 진천읍(4375025000),"29,852","29,852","1,772","3,101","3,800","2,928","4,708","5,410","4,426","2,162","1,368",175,2
충청북도 진천군 덕산읍(4375025300),"30,031","30,031","4,064","3,516","2,772","5,725","6,177","3,727","2,441",932,588,87,2
충청북도 진천군 덕산읍혁신도시출장소(4375025400),0,0,0,0,0,0,0,0,0,0,0,0,0
충청북도 진천군 초평면(4375032000),"3,041","3,041",61,141,187,158,256,523,825,445,381,61,3
충청북도 진천군 문백면(4375033000),"3,391","3,391",90,133,199,227,308,661,878,473,373,49,0
충청북도 진천군 백곡면(4375034000),"2,050","2,050",35,61,92,94,161,351,601,338,277,36,4
충청북도 진천군 이월면(4375035000),"6,239","6,239",162,344,538,505,682,"1,168","1,512",719,520,86,3
충청북도 진천군 광혜원면(4375037000),"11,198","11,198",608,"1,113","1,262","1,323","1,895","2,240","1,647",641,405,64,0
충청북도 괴산군 (4376000000),"36,779","36,779","1,171","1,774","2,256","2,084","3,436","6,692","9,765","5,396","3,663",529,13
충청북도 괴산군 괴산읍(4376025000),"9,358","9,358",508,801,998,858,"1,290","1,645","1,660",949,575,72,2
충청북도 괴산군 감물면(4376031000),"2,070","2,070",66,110,98,86,184,362,606,291,232,34,1
충청북도 괴산군 장연면(4376032000),"1,895","1,895",46,58,69,71,141,373,603,276,225,32,1
충청북도 괴산군 연풍면(4376033000),"2,252","2,252",38,63,100,89,199,360,705,383,274,41,0
충청북도 괴산군 칠성면(4376034000),"3,074","3,074",69,117,170,156,266,636,835,460,325,40,0
충청북도 괴산군 문광면(4376035000),"2,189","2,189",49,99,115,111,178,387,610,364,235,41,0
충청북도 괴산군 청천면(4376036000),"5,152","5,152",112,181,205,193,368,955,"1,619",861,570,86,2
충청북도 괴산군 청안면(4376037000),"3,416","3,416",106,122,164,174,239,652,981,524,392,59,3
충청북도 괴산군 사리면(4376039000),"2,615","2,615",58,85,162,124,217,483,705,425,308,45,3
충청북도 괴산군 소수면(4376040000),"2,089","2,089",54,53,78,106,160,363,655,372,210,38,0
충청북도 괴산군 불정면(4376041000),"2,669","2,669",65,85,97,116,194,476,786,491,317,41,1
충청북도 음성군 (4377000000),"91,822","91,822","4,843","7,143","8,579","8,961","12,916","17,232","17,581","8,514","5,256",771,26
충청북도 음성군 음성읍(4377025000),"16,746","16,746",773,"1,259","1,498","1,429","2,125","3,161","3,476","1,830","1,045",146,4
충청북도 음성군 금왕읍(4377025300),"19,448","19,448",992,"1,765","2,022","1,836","3,090","3,866","3,387","1,460",893,131,6
