행정구역,2023년04월_계_총인구수,2023년04월_계_연령구간인구수,2023년04월_계_0~9세,2023년04월_계_10~19세,2023년04월_계_20~29세,2023년04월_계_30~39세,2023년04월_계_40~49세,2023년04월_계_50~59세,2023년04월_계_60~69세,2023년04월_계_70~79세,2023년04월_계_80~89세,2023년04월_계_90~99세,2023년04월_계_100세 이상
충청북도 음성군 소이면(4377031000),"2,859","2,859",47,106,135,157,198,436,801,525,402,51,1
충청북도 음성군 원남면(4377032000),"2,991","2,991",55,93,134,157,196,492,892,540,361,68,3
충청북도 음성군 맹동면(4377033000),"13,241","13,241","1,317","1,234","1,328","2,275","2,376","1,840","1,657",729,433,52,0
충청북도 음성군 대소면(4377034000),"15,543","15,543",886,"1,464","1,674","1,569","2,538","3,391","2,421",954,577,68,1
충청북도 음성군 삼성면(4377035000),"6,583","6,583",183,341,501,481,733,"1,375","1,632",765,489,81,2
충청북도 음성군 생극면(4377036000),"4,499","4,499",137,219,327,276,432,858,"1,146",619,400,80,5
충청북도 음성군 감곡면(4377037000),"9,912","9,912",453,662,960,781,"1,228","1,813","2,169","1,092",656,94,4
충청북도 단양군 (4380000000),"27,685","27,685",944,"1,721","1,818","1,701","2,805","5,092","7,048","3,916","2,333",296,11
충청북도 단양군 단양읍(4380025000),"10,052","10,052",532,869,931,882,"1,338","1,851","1,987","1,014",567,78,3
충청북도 단양군 매포읍(4380025300),"5,072","5,072",205,359,386,351,593,936,"1,056",726,420,40,0
충청북도 단양군 대강면(4380031000),"2,400","2,400",46,94,112,83,158,450,726,419,266,45,1
충청북도 단양군 가곡면(4380032000),"2,046","2,046",46,118,82,69,139,368,639,353,206,25,1
충청북도 단양군 영춘면(4380033000),"3,122","3,122",46,145,115,110,264,613,919,547,328,34,1
충청북도 단양군 어상천면(4380034000),"1,861","1,861",23,52,65,60,119,342,666,300,211,23,0
충청북도 단양군 적성면(4380035000),"1,516","1,516",22,24,51,75,99,243,519,282,174,24,3
충청북도 단양군 단성면(4380036000),"1,616","1,616",24,60,76,71,95,289,536,275,161,27,2
충청남도  (4400000000),"2,125,333","2,125,333","149,159","202,070","229,023","251,520","326,376","342,929","319,899","175,151","110,898","17,806",502
충청남도 천안시 (4413000000),"657,984","657,984","52,682","67,856","91,494","98,646","112,306","105,853","76,620","32,520","17,310","2,618",79
충청남도 천안시 동남구 (4413100000),"257,777","257,777","17,155","25,721","34,009","31,452","41,586","43,938","36,766","16,710","8,978","1,418",44
충청남도 천안시 동남구 목천읍(4413125000),"23,679","23,679","1,318","2,368","2,615","2,179","3,901","4,790","3,615","1,714",994,180,5
충청남도 천안시 동남구 풍세면(4413131000),"3,994","3,994",104,187,371,297,394,666,"1,022",538,352,63,0
충청남도 천안시 동남구 광덕면(4413132000),"4,179","4,179",88,161,271,277,380,766,"1,168",611,381,74,2
충청남도 천안시 동남구 북면(4413133000),"4,308","4,308",99,193,314,301,467,841,"1,120",555,353,64,1
충청남도 천안시 동남구 성남면(4413134000),"3,031","3,031",56,143,202,163,277,551,803,477,298,61,0
충청남도 천안시 동남구 수신면(4413135000),"2,224","2,224",34,79,167,166,208,390,562,335,251,31,1
충청남도 천안시 동남구 병천면(4413136000),"6,262","6,262",201,330,749,555,753,"1,136","1,346",655,449,86,2
충청남도 천안시 동남구 동면(4413137000),"2,002","2,002",11,49,118,84,144,351,557,361,275,49,3
충청남도 천안시 동남구 중앙동(4413151000),"5,197","5,197",163,243,488,541,607,908,"1,172",684,348,43,0
충청남도 천안시 동남구 문성동(4413152000),"7,789","7,789",633,629,"1,051","1,414","1,285","1,113",990,442,203,29,0
충청남도 천안시 동남구 원성1동(4413153000),"8,323","8,323",317,602,968,784,"1,104","1,554","1,655",840,422,75,2
충청남도 천안시 동남구 원성2동(4413154000),"8,973","8,973",240,580,"1,025",833,"1,173","1,711","1,746","1,011",587,66,1
충청남도 천안시 동남구 봉명동(4413155000),"17,560","17,560",923,"1,320","2,594","2,396","2,725","3,135","2,725","1,157",500,81,4
충청남도 천안시 동남구 일봉동(4413156000),"22,400","22,400","1,589","3,142","2,496","2,131","4,088","4,076","2,894","1,281",615,86,2
충청남도 천안시 동남구 신방동(4413157000),"43,306","43,306","3,457","5,687","5,893","5,866","8,603","7,179","4,181","1,503",807,124,6
충청남도 천안시 동남구 청룡동(4413158000),"57,728","57,728","5,551","7,172","6,888","8,186","10,589","9,167","6,279","2,483","1,218",188,7
충청남도 천안시 동남구 신안동(4413159000),"36,822","36,822","2,371","2,836","7,799","5,279","4,888","5,604","4,931","2,063",925,118,8
충청남도 천안시 서북구 (4413300000),"400,207","400,207","35,527","42,135","57,485","67,194","70,720","61,915","39,854","15,810","8,332","1,200",35
충청남도 천안시 서북구 성환읍(4413325000),"23,307","23,307",838,"2,021","2,612","1,804","3,371","4,252","4,282","2,455","1,460",206,6
충청남도 천안시 서북구 성거읍(4413325300),"20,630","20,630","1,361","2,161","2,311","2,208","3,753","3,918","2,812","1,309",695,100,2
충청남도 천안시 서북구 직산읍(4413325600),"19,839","19,839","1,144","1,812","2,369","2,562","3,477","3,681","2,752","1,236",709,94,3
충청남도 천안시 서북구 입장면(4413331000),"8,239","8,239",227,466,773,644,956,"1,691","1,842",953,594,91,2
충청남도 천안시 서북구 성정1동(4413351000),"17,575","17,575",810,"1,105","2,604","2,616","2,505","3,215","2,794","1,256",601,66,3
충청남도 천안시 서북구 성정2동(4413352000),"25,858","25,858",741,"1,134","6,151","5,766","3,886","3,705","2,835","1,095",455,89,1
충청남도 천안시 서북구 쌍용1동(4413353000),"13,372","13,372",686,"1,135","2,204","1,774","1,806","2,300","2,175",840,383,67,2
충청남도 천안시 서북구 쌍용2동(4413354000),"36,121","36,121","2,542","4,428","5,662","4,621","6,056","6,717","3,970","1,356",661,106,2
충청남도 천안시 서북구 쌍용3동(4413355000),"18,097","18,097","1,084","2,087","2,438","2,063","2,901","3,422","2,414",998,599,88,3
충청남도 천안시 서북구 백석동(4413356000),"39,771","39,771","4,509","5,860","4,763","5,751","8,065","6,025","3,226","1,015",484,69,4
충청남도 천안시 서북구 불당1동(4413356600),"32,411","32,411","3,366","4,467","4,284","5,734","6,247","5,283","2,133",555,298,43,1
충청남도 천안시 서북구 불당2동(4413356700),"37,025","37,025","5,670","5,524","3,775","7,024","8,652","4,263","1,480",424,188,24,1
충청남도 천안시 서북구 부성1동(4413358000),"50,225","50,225","4,062","4,248","10,280","10,232","7,951","7,305","3,917","1,405",735,87,3
충청남도 천안시 서북구 부성2동(4413359000),"57,737","57,737","8,487","5,687","7,259","14,395","11,094","6,138","3,222",913,470,70,2
충청남도 공주시 (4415000000),"102,747","102,747","4,713","8,028","10,927","8,506","12,317","17,157","20,467","11,597","7,677","1,321",37
충청남도 공주시 유구읍(4415025000),"7,068","7,068",180,360,384,361,699,"1,117","1,896","1,170",790,109,2
충청남도 공주시 이인면(4415031000),"3,091","3,091",75,113,155,173,229,524,820,529,397,75,1
충청남도 공주시 탄천면(4415032000),"2,820","2,820",51,112,143,172,194,397,726,511,414,93,7
충청남도 공주시 계룡면(4415033000),"5,272","5,272",113,254,277,245,415,900,"1,466",878,612,108,4
충청남도 공주시 반포면(4415034000),"4,167","4,167",120,187,285,252,434,885,"1,137",510,310,47,0
충청남도 공주시 의당면(4415036000),"4,431","4,431",120,289,424,303,496,832,"1,037",508,346,72,4
충청남도 공주시 정안면(4415037000),"4,699","4,699",93,334,245,227,370,721,"1,257",744,565,138,5
충청남도 공주시 우성면(4415038000),"5,070","5,070",142,241,312,290,457,860,"1,263",802,603,98,2
충청남도 공주시 사곡면(4415039000),"2,799","2,799",48,152,132,119,206,481,696,487,417,60,1
충청남도 공주시 신풍면(4415040000),"3,103","3,103",65,78,119,145,267,529,958,536,333,71,2
충청남도 공주시 중학동(4415051000),"4,443","4,443",172,338,575,341,489,757,820,542,346,61,2
충청남도 공주시 웅진동(4415054000),"7,814","7,814",415,587,807,766,"1,068","1,281","1,462",842,516,70,0
충청남도 공주시 금학동(4415055000),"5,309","5,309",242,634,707,445,712,872,915,464,272,44,2
충청남도 공주시 옥룡동(4415056000),"7,474","7,474",224,482,699,601,902,"1,372","1,621",926,579,66,2
충청남도 공주시 신관동(4415057000),"19,505","19,505","1,129","2,050","3,657","2,064","2,806","3,143","2,592","1,285",678,100,1
충청남도 공주시 월송동(4415059000),"15,682","15,682","1,524","1,817","2,006","2,002","2,573","2,486","1,801",863,499,109,2
충청남도 보령시 (4418000000),"96,764","96,764","5,069","7,716","8,339","8,263","12,811","16,276","18,727","11,444","6,993","1,093",33
충청남도 보령시 웅천읍(4418025000),"5,911","5,911",122,251,320,304,504,"1,003","1,569","1,029",671,138,0
충청남도 보령시 주포면(4418031000),"1,602","1,602",36,102,126,82,142,260,396,280,154,24,0
충청남도 보령시 오천면(4418032000),"2,071","2,071",32,100,118,99,208,362,546,362,210,34,0
충청남도 보령시 오천면어항출장소(4418032500),"1,576","1,576",47,89,112,77,197,309,398,203,122,21,1
충청남도 보령시 원산출장소(4418032900),"1,051","1,051",13,62,62,46,100,182,254,197,121,14,0
충청남도 보령시 천북면(4418033000),"3,344","3,344",85,150,172,168,291,523,869,580,431,72,3
충청남도 보령시 청소면(4418034000),"2,495","2,495",53,82,119,114,175,366,626,491,404,63,2
충청남도 보령시 청라면(4418035000),"3,643","3,643",72,179,205,154,317,573,946,663,467,65,2
충청남도 보령시 남포면(4418036000),"4,913","4,913",121,211,316,239,395,842,"1,285",828,561,109,6
충청남도 보령시 주산면(4418038000),"2,333","2,333",25,81,94,76,135,336,619,456,423,84,4
충청남도 보령시 미산면(4418039000),"1,676","1,676",35,52,64,61,127,236,446,333,277,45,0
충청남도 보령시 성주면(4418040000),"2,031","2,031",57,80,119,109,219,333,547,351,197,19,0
충청남도 보령시 주교면(4418041000),"5,041","5,041",129,294,374,271,608,927,"1,183",708,460,84,3
충청남도 보령시 대천1동(4418051500),"13,290","13,290",789,"1,305","1,433","1,334","1,941","2,340","2,159","1,304",603,79,3
충청남도 보령시 대천2동(4418052500),"6,401","6,401",377,578,604,639,979,"1,089","1,058",648,391,38,0
충청남도 보령시 대천3동(4418053500),"15,732","15,732","1,336","1,850","1,733","1,876","2,896","2,527","2,006",979,466,60,3
충청남도 보령시 대천4동(4418054500),"17,640","17,640","1,541","1,920","1,969","2,166","2,897","3,000","2,322","1,166",584,72,3
충청남도 보령시 대천5동(4418056500),"6,014","6,014",199,330,399,448,680,"1,068","1,498",866,451,72,3
충청남도 아산시 (4420000000),"336,871","336,871","30,670","37,524","37,693","48,663","61,569","50,766","38,254","19,081","10,979","1,628",44
충청남도 아산시 염치읍(4420025000),"6,180","6,180",220,448,508,496,763,"1,140","1,297",706,515,86,1
충청남도 아산시 배방읍(4420025300),"85,679","85,679","8,843","10,343","10,941","15,449","16,424","11,814","7,122","3,114","1,412",213,4
충청남도 아산시 송악면(4420031000),"4,143","4,143",141,371,257,237,506,749,907,552,358,64,1
충청남도 아산시 탕정면(4420033000),"36,794","36,794","5,632","5,189","3,971","7,198","8,156","3,867","1,630",698,385,66,2
충청남도 아산시 음봉면(4420035000),"20,173","20,173","2,090","1,996","2,105","2,992","3,787","2,893","2,528","1,068",596,114,4
충청남도 아산시 둔포면(4420036000),"22,860","22,860","2,432","1,716","2,171","4,523","4,154","3,125","2,736","1,186",697,115,5
충청남도 아산시 영인면(4420037000),"5,404","5,404",133,235,357,375,511,895,"1,353",817,617,107,4
충청남도 아산시 인주면(4420038000),"5,956","5,956",200,348,419,497,809,"1,171","1,263",666,491,90,2
충청남도 아산시 선장면(4420039000),"2,959","2,959",43,98,153,148,231,459,765,570,425,63,4
충청남도 아산시 도고면(4420040000),"4,384","4,384",105,165,290,264,385,764,"1,099",690,551,71,0
충청남도 아산시 신창면(4420041000),"18,647","18,647","1,092","1,887","2,204","1,746","3,108","3,285","2,753","1,519",937,115,1
충청남도 아산시 온양1동(4420057000),"9,140","9,140",761,703,"1,034","1,470","1,602","1,284","1,215",670,348,51,2
충청남도 아산시 온양2동(4420058000),"10,511","10,511",342,710,"1,599","1,136","1,388","1,919","1,841",984,516,72,4
충청남도 아산시 온양3동(4420059000),"37,712","37,712","3,328","5,085","4,474","4,605","7,358","5,935","3,899","1,937",961,126,4
충청남도 아산시 온양4동(4420060000),"17,624","17,624","1,107","2,164","1,986","1,713","3,128","3,219","2,357","1,242",619,85,4
충청남도 아산시 온양5동(4420061000),"20,944","20,944","1,603","2,694","2,634","2,414","3,928","3,649","2,284","1,059",600,77,2
충청남도 아산시 온양6동(4420062000),"27,761","27,761","2,598","3,372","2,590","3,400","5,331","4,598","3,205","1,603",951,113,0
충청남도 서산시 (4421000000),"176,110","176,110","13,395","16,963","17,965","20,681","27,395","29,140","25,481","14,357","9,081","1,605",47
충청남도 서산시 대산읍(4421025000),"13,169","13,169",587,845,"1,650","1,355","1,667","2,974","2,292","1,010",659,127,3
충청남도 서산시 인지면(4421031000),"7,124","7,124",365,643,559,478,977,"1,361","1,291",768,557,119,6
충청남도 서산시 부석면(4421032000),"5,204","5,204",89,184,239,220,430,794,"1,348","1,039",724,135,2
충청남도 서산시 팔봉면(4421033000),"3,267","3,267",51,95,112,123,241,554,919,692,407,71,2
충청남도 서산시 지곡면(4421034000),"8,069","8,069",485,764,590,808,"1,180","1,377","1,410",830,533,89,3
충청남도 서산시 성연면(4421036000),"16,102","16,102","2,744","1,469","1,424","3,765","2,810","1,677","1,305",505,336,67,0
충청남도 서산시 음암면(4421037000),"9,224","9,224",360,720,733,723,"1,273","1,674","1,781","1,051",779,126,4
충청남도 서산시 운산면(4421038000),"4,951","4,951",106,224,235,200,487,756,"1,238",930,667,104,4
충청남도 서산시 해미면(4421039000),"7,119","7,119",180,414,677,434,715,"1,243","1,551","1,094",698,110,3
충청남도 서산시 고북면(4421040000),"5,972","5,972",297,376,609,471,716,820,"1,097",832,650,100,4
충청남도 서산시 부춘동(4421051000),"18,495","18,495","1,332","1,863","2,387","2,349","3,103","3,250","2,290","1,173",633,114,1
충청남도 서산시 동문1동(4421052500),"17,954","17,954","1,293","2,165","1,886","1,787","3,148","3,288","2,378","1,216",652,137,4
충청남도 서산시 동문2동(4421053500),"8,395","8,395",430,844,960,747,"1,287","1,512","1,376",770,406,60,3
충청남도 서산시 수석동(4421054000),"16,066","16,066","1,161","1,928","1,919","1,892","2,763","2,642","2,037","1,063",561,97,3
충청남도 서산시 석남동(4421055000),"34,999","34,999","3,915","4,429","3,985","5,329","6,598","5,218","3,168","1,384",819,149,5
충청남도 논산시 (4423000000),"111,822","111,822","5,888","9,090","9,973","9,524","13,916","18,717","21,744","12,769","8,710","1,454",37
충청남도 논산시 강경읍(4423025000),"7,617","7,617",232,560,563,441,829,"1,311","1,743","1,141",681,113,3
충청남도 논산시 연무읍(4423025300),"12,970","12,970",743,"1,015","1,081","1,176","1,543","1,988","2,532","1,579","1,111",198,4
충청남도 논산시 성동면(4423031000),"3,886","3,886",105,139,218,217,311,579,990,673,576,77,1
충청남도 논산시 광석면(4423032000),"4,023","4,023",79,212,237,209,365,650,"1,018",687,506,58,2
충청남도 논산시 노성면(4423033000),"2,801","2,801",80,139,159,164,266,431,656,477,357,67,5
충청남도 논산시 상월면(4423034000),"3,415","3,415",42,142,180,168,322,630,916,529,410,74,2
충청남도 논산시 부적면(4423035000),"3,409","3,409",80,148,195,195,299,578,890,540,398,82,4
충청남도 논산시 연산면(4423036000),"5,896","5,896",148,290,283,306,472,"1,072","1,644",919,655,104,3
충청남도 논산시 벌곡면(4423038000),"2,426","2,426",54,145,102,103,170,402,662,425,300,63,0
충청남도 논산시 양촌면(4423039000),"5,939","5,939",323,354,357,547,487,989,"1,311",814,641,115,1
충청남도 논산시 가야곡면(4423040000),"3,251","3,251",49,104,188,136,244,550,892,546,467,74,1
충청남도 논산시 은진면(4423041000),"3,885","3,885",88,182,409,245,373,662,901,528,410,85,2
충청남도 논산시 채운면(4423042000),"2,100","2,100",53,126,108,103,174,319,552,340,268,57,0
충청남도 논산시 취암동(4423051000),"34,839","34,839","2,825","3,873","4,401","4,191","5,739","5,679","4,542","2,221","1,174",187,7
충청남도 논산시 부창동(4423052000),"15,365","15,365",987,"1,661","1,492","1,323","2,322","2,877","2,495","1,350",756,100,2
충청남도 계룡시 (4425000000),"45,256","45,256","3,720","6,264","4,772","5,125","8,387","7,680","5,512","2,366","1,223",198,9
충청남도 계룡시 두마면(4425031000),"11,511","11,511","1,004","1,327","1,218","1,655","1,939","1,988","1,522",562,247,46,3
충청남도 계룡시 엄사면(4425031500),"17,464","17,464",973,"2,051","2,014","1,496","2,732","3,485","2,628","1,225",742,113,5
